ciudad;ingreso_pensiones;salud;educacion
100553;100; ; 
100553; ;6;8
100553; ;7;6
100553;100;6;6
100553; ; ; 
100553; ;6;8
100553; ; ; 
100651; ;5;7
100651; ; ; 
100651; ; ; 
100651; ; ; 
100651; ;5;6
100651; ; ; 
100651; ;5;5
100651; ; ; 
100651; ;5;8
100651; ; ; 
100651; ; ; 
100651; ;6;7
100651; ; ; 
100651;100;6;6
100651; ;4;5
100651; ; ; 
110150;250;6;6
110150; ; ; 
110150; ; ; 
110150;1000; ; 
110150; ;6;5
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;6;6
110150;280; ; 
110150; ;3;3
110150; ; ; 
110150; ;6;6
110150; ; ; 
110150; ;8;7
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;6;7
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150;100;5;6
110150;1200; ; 
110150; ; ; 
110150; ;3;6
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;1;5
110150; ; ; 
110150; ;99;7
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;5;7
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;3;7
110150; ; ; 
110150; ; ; 
110150; ;3;5
110150; ;6;5
110150;250; ; 
110150; ; ; 
110150; ;6;6
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150;1000;3;8
110150;250; ; 
110150; ; ; 
110150; ;5;5
110150; ;5;5
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;6;8
110150; ; ; 
110150; ; ; 
110150; ;0;5
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;5;6
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;10;10
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150;800; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;5;7
110150; ; ; 
110150; ; ; 
110150; ;8;6
110150; ; ; 
110150; ; ; 
110150; ;5;7
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150;700; ; 
110150; ; ; 
110150; ;5;7
110150; ; ; 
110150; ; ; 
110150; ;5;7
110150; ; ; 
110150; ;2;6
110150; ; ; 
110150; ; ; 
110150; ;0;7
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;4;7
110150;100; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;0;7
110150; ; ; 
110150; ;3;7
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;1;3
110150; ; ; 
110150;1200; ; 
110150;90; ; 
110150; ; ; 
110150; ; ; 
110150; ;2;7
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;6;6
110150; ;4;6
110150; ; ; 
110150; ;3;3
110150; ; ; 
110150; ;5;6
110150;750; ; 
110150; ;4;5
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;5;6
110150; ; ; 
110150; ; ; 
110150;800;4;6
110150;300; ; 
110150; ;6;6
110150; ; ; 
110150;500; ; 
110150; ; ; 
110150; ;5;5
110150; ; ; 
110150; ; ; 
110150; ;6;6
110150; ; ; 
110150; ;5;5
110150; ; ; 
110150; ; ; 
110150; ;5;6
110150; ; ; 
110150; ; ; 
110150; ;8;8
110150;300; ; 
110150; ; ; 
110150; ;6;6
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;5;8
110150;1400;2;1
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;2;3
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;6;5
110150; ; ; 
110150; ;8;8
110150; ;2;3
110150; ;5;8
110150; ;6;6
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;5;10
110150; ; ; 
110150; ;7;8
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150;100;10;10
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;5;7
110150; ;0;3
110150; ; ; 
110150; ;6;5
110150; ; ; 
110150;900;3;5
110150;1000;2;5
110150; ; ; 
110150; ; ; 
110150; ;6;9
110150; ; ; 
110150; ;6;6
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;6;6
110150; ; ; 
110150;210; ; 
110150; ;6;7
110150; ; ; 
110150; ; ; 
110150; ;5;6
110150; ; ; 
110150; ; ; 
110150; ;3;7
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;4;7
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;4;6
110150; ;3;6
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;2;4
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;4;5
110150; ;5;99
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150;300; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;5;8
110150; ; ; 
110150; ; ; 
110150; ;4;7
110150;1080; ; 
110150; ;5;7
110150; ; ; 
110150; ;5;8
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;0;5
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150;300; ; 
110150; ;4;5
110150; ;4;7
110150;1000; ; 
110150; ;5;5
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;6;7
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;4;6
110150; ; ; 
110150; ; ; 
110150;800; ; 
110150; ;5;6
110150; ; ; 
110150; ;6;5
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;4;5
110150; ;7;7
110150; ; ; 
110150;146; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;6;8
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;4;99
110150; ; ; 
110150; ;99;8
110150; ; ; 
110150; ;4;8
110150; ; ; 
110150; ; ; 
110150; ;8;9
110150; ;5;8
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;5;7
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150;1400;2;6
110150;300; ; 
110150;250;7;8
110150;800; ; 
110150; ; ; 
110150; ; ; 
110150; ;6;8
110150; ; ; 
110150; ; ; 
110150;360; ; 
110150; ;3;4
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;6;8
110150; ; ; 
110150; ;6;8
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ; ; 
110150; ;6;8
110150; ;7;8
110150; ; ; 
110153; ;6;4
110153; ;3;3
110153; ; ; 
110153;110; ; 
110153; ;5;5
110153; ; ; 
110153; ; ; 
110153; ; ; 
110153; ;7;7
110153; ; ; 
110153; ; ; 
110153; ; ; 
110153; ;7;99
110153; ; ; 
110153; ;7;6
110153; ; ; 
110153; ; ; 
110153; ; ; 
110153; ;4;5
110153; ; ; 
110153; ; ; 
110153; ; ; 
110155; ;1;8
110155; ; ; 
110155; ; ; 
110155;100;5;2
110155; ; ; 
110155; ; ; 
110155; ;6;6
110155; ; ; 
110155; ; ; 
110155; ;1;7
110155;170; ; 
110155; ; ; 
110155; ; ; 
110155; ; ; 
110155; ;5;5
110155; ; ; 
110155; ; ; 
110155; ; ; 
110155; ; ; 
110155; ; ; 
110155; ;8;8
110155; ; ; 
110155; ;5;6
110155; ; ; 
110155; ; ; 
110155; ; ; 
110155; ; ; 
110250; ;4;5
110250; ; ; 
110250; ; ; 
110250; ;7;8
110250; ;4;6
110250; ; ; 
110250; ; ; 
110250; ;6;4
110250;200;5;6
110250; ; ; 
110250; ;6;7
110250;390;2;5
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250; ;5;8
110250; ; ; 
110250; ; ; 
110250; ;8;8
110250;170; ; 
110250; ; ; 
110250; ; ; 
110250; ;1;1
110250;105; ; 
110250; ;2;99
110250; ; ; 
110250; ;3;99
110250; ;6;4
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250; ;2;8
110250; ; ; 
110250; ; ; 
110250;100;7;99
110250; ;5;8
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250;103;8;99
110250;110; ; 
110250; ;6;8
110250;110; ; 
110250; ;99;99
110250;110;8;99
110250; ;4;9
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250;110; ; 
110250; ;8;99
110250;110;4;8
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250;110;2;99
110250; ; ; 
110250;110; ; 
110250; ; ; 
110250; ;2;8
110250; ; ; 
110250; ;7;99
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250; ; ; 
110250; ;7;8
110250; ; ; 
110250; ;6;99
110250; ; ; 
110250;110; ; 
110250; ;2;99
110254;110;0;5
110254; ; ; 
110254;110; ; 
110254; ;2;2
110254; ; ; 
110254; ; ; 
110254; ;6;8
110254; ; ; 
110254;110;7;5
110254; ;6;8
110254; ; ; 
110254; ; ; 
110254; ; ; 
110254; ;3;5
110254; ; ; 
110254; ; ; 
110254; ;1;7
110254; ; ; 
110254; ; ; 
110254; ; ; 
110254; ; ; 
110254; ; ; 
110254; ; ; 
110350; ;2;8
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ;6;8
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ;4;6
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ;6;8
110350; ;8;99
110350; ;1;99
110350; ; ; 
110350; ;2;99
110350; ; ; 
110350;1574; ; 
110350;740;5;5
110350; ;5;6
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ;7;6
110350; ; ; 
110350; ;5;6
110350; ; ; 
110350; ;6;6
110350;380;6;5
110350; ;7;8
110350; ; ; 
110350; ; ; 
110350; ;6;99
110350;1000; ; 
110350; ; ; 
110350; ; ; 
110350; ;6;7
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ; ; 
110350; ;5;8
110350;329;6;8
110350; ; ; 
110350;600;7;99
110350; ; ; 
110350;120;7;99
110353; ; ; 
110353; ;5;5
110353; ; ; 
110353; ; ; 
110353; ; ; 
110353; ; ; 
110353; ;8;8
110353; ; ; 
110353; ; ; 
110353; ;8;9
110353; ; ; 
110353; ; ; 
110353; ; ; 
110353; ; ; 
110353; ; ; 
110353; ;5;5
110353; ; ; 
110353; ; ; 
110353; ; ; 
110353; ;5;5
110353; ; ; 
110353; ;6;7
110353; ; ; 
110353; ; ; 
110353; ; ; 
110353; ;7;5
110353; ; ; 
110455; ;3;9
110455; ; ; 
110455; ; ; 
110455; ; ; 
110455; ;6;6
110455; ; ; 
110455;110; ; 
110455; ;5;7
110455; ; ; 
110455; ;99;6
110455;200;8;8
110455; ; ; 
110455; ; ; 
110455; ; ; 
110455; ;5;8
110455; ; ; 
110455; ; ; 
110455; ; ; 
110455; ;2;8
110455; ; ; 
110455; ; ; 
110650;110;7;99
110650; ; ; 
110650; ; ; 
110650; ; ; 
110650; ; ; 
110650; ;2;99
110650; ;6;6
110650; ; ; 
110650;200; ; 
110650; ; ; 
110650; ; ; 
110650; ; ; 
110650; ;8;9
110650; ; ; 
110650; ; ; 
110650; ; ; 
110650; ; ; 
110650; ; ; 
110650; ; ; 
110650; ;6;99
110650; ; ; 
110650; ;6;5
110650; ;6;99
110650; ; ; 
110653; ; ; 
110653; ;2;8
110653; ; ; 
110653; ;8;99
110653; ;4;5
110653; ; ; 
110653; ; ; 
110653; ; ; 
110653; ;7;99
110653; ; ; 
110653; ; ; 
110653; ; ; 
110653; ; ; 
110653; ; ; 
110653; ;5;5
110653; ; ; 
110653; ; ; 
110653; ; ; 
110653; ;6;8
110653; ; ; 
110653; ;1;99
110653; ; ; 
110653; ; ; 
110750;600; ; 
110750; ;6;7
110750;463;5;5
110750; ;5;5
110750; ; ; 
110750; ; ; 
110750; ; ; 
110750; ;6;8
110750;475; ; 
110750; ;6;7
110750; ;6;8
110750; ; ; 
110750; ; ; 
110750; ; ; 
110750; ; ; 
110750; ; ; 
110750; ;6;8
110750; ; ; 
110750; ; ; 
110753; ; ; 
110753; ;5;9
110753; ; ; 
110753; ; ; 
110753;100;5;99
110753; ; ; 
110753; ;6;6
110753; ; ; 
110753; ; ; 
110753; ;2;8
110753; ; ; 
110753; ; ; 
110753; ;99;99
110753;110;6;99
110753; ; ; 
110753;100; ; 
110753; ;7;99
110754;110;8;8
110754; ;10;10
110754;110; ; 
110754; ;2;99
110754; ; ; 
110754; ; ; 
110754; ; ; 
110754; ;6;8
110754; ; ; 
110754; ; ; 
110754; ;4;99
110756;100;5;6
110756; ; ; 
110756; ; ; 
110756; ;6;9
110756; ; ; 
110756; ; ; 
110756; ;0;7
110756; ; ; 
110756; ; ; 
110756; ; ; 
110756; ; ; 
110756; ; ; 
110756; ; ; 
110756; ; ; 
110756; ; ; 
110756; ;6;8
110756; ; ; 
110756; ;5;8
110756; ; ; 
110756; ;6;9
110756; ; ; 
110756; ; ; 
110756; ;6;6
110756; ; ; 
110756; ; ; 
110756; ; ; 
110756; ; ; 
110756; ; ; 
110756; ;5;4
110756; ; ; 
110756; ; ; 
110756; ;5;5
110756; ; ; 
110756;110;6;99
110756; ; ; 
110756; ;4;8
110756; ; ; 
110756; ; ; 
110756; ; ; 
110756; ; ; 
110756; ; ; 
110756; ;7;7
110756; ; ; 
110756; ; ; 
110756; ;4;5
110850; ; ; 
110850; ;5;9
110850; ; ; 
110850; ; ; 
110850; ; ; 
110850; ; ; 
110850; ;9;6
110850;700; ; 
110850; ;6;8
110850; ; ; 
110850; ;6;8
110850; ; ; 
110850; ; ; 
110850; ;5;9
110850; ; ; 
110850; ;7;8
110850; ; ; 
110850; ; ; 
110850; ;5;9
110850; ; ; 
110850; ; ; 
110850; ; ; 
110850; ; ; 
110850; ;4;6
110850; ; ; 
110850; ; ; 
110850; ; ; 
110950;250; ; 
110950; ;8;7
110950; ; ; 
110950; ;8;7
110950; ; ; 
110950; ; ; 
110950; ; ; 
110950; ;7;8
110950; ; ; 
110950; ; ; 
110950; ;2;8
110950; ; ; 
110950; ; ; 
110950; ; ; 
110950; ; ; 
110950; ; ; 
110950; ; ; 
110950; ; ; 
110950; ; ; 
110950;480;3;5
110950;725; ; 
110950; ;3;8
110950; ; ; 
110950; ; ; 
110950; ;3;8
110950; ; ; 
110950; ; ; 
110950; ;7;9
110950; ; ; 
110950; ; ; 
110950;540;9;10
110950; ; ; 
110950;200; ; 
110950; ;6;9
110950; ; ; 
110950; ;6;8
110950; ; ; 
110950; ; ; 
110950; ; ; 
110950; ;6;9
110950; ; ; 
110950; ;8;9
110950; ; ; 
110950; ; ; 
110950; ;9;9
110950; ;8;6
110950; ; ; 
110950; ;6;5
110950; ;10;7
110950; ; ; 
110950;110; ; 
110950;500;99;7
110950; ;7;8
110950; ; ; 
110950; ; ; 
110950; ; ; 
110950; ; ; 
110950; ; ; 
110950;325; ; 
110950; ;99;7
110950; ; ; 
110950; ;4;7
110956; ; ; 
110956; ;5;8
110956; ;8;7
110956; ; ; 
110956; ; ; 
110956; ; ; 
110956; ;8;7
110956; ; ; 
110956; ; ; 
110956; ; ; 
110956;100; ; 
110956; ;7;10
110956;105; ; 
110956; ;5;8
110956; ; ; 
110956; ;4;99
110956; ;4;7
111050; ;3;7
111050; ; ; 
111050; ; ; 
111050; ;7;8
111050; ; ; 
111050; ; ; 
111050; ; ; 
111050; ;4;7
111050; ; ; 
111050; ;5;6
111050; ;6;5
111050; ; ; 
111050; ; ; 
111050; ; ; 
111050; ;4;5
111050; ; ; 
111050; ; ; 
111050; ; ; 
111050; ; ; 
111050; ; ; 
111050; ; ; 
111050; ; ; 
111050; ; ; 
111050; ; ; 
111050; ; ; 
111050; ; ; 
111050; ; ; 
111050; ;6;7
111050; ; ; 
111050; ; ; 
111050;100; ; 
111150; ;1;5
111150; ; ; 
111150; ; ; 
111150; ; ; 
111150; ; ; 
111150; ; ; 
111150;100;6;99
111150; ; ; 
111150; ;5;4
111150; ; ; 
111150; ; ; 
111150; ; ; 
111150; ; ; 
111150; ;6;7
111150; ; ; 
111150; ; ; 
111150; ; ; 
111150; ; ; 
111150; ; ; 
111150; ; ; 
111150; ; ; 
111150; ; ; 
111150; ; ; 
111150; ;5;8
111150; ; ; 
111150; ; ; 
111150;700; ; 
111150; ; ; 
111150; ;4;3
111150; ; ; 
111150; ; ; 
111150; ; ; 
111150; ;6;8
111150; ; ; 
111153;100; ; 
111153; ;5;6
111153;100;5;6
111153; ; ; 
111153; ;6;7
111153; ; ; 
111153; ;5;99
111153; ;8;8
111153; ; ; 
111153; ; ; 
111153; ; ; 
111153; ;6;7
111153; ; ; 
111153; ; ; 
111153; ; ; 
111153; ; ; 
111153; ;5;7
111159; ; ; 
111159; ;6;99
111159; ; ; 
111159; ;3;99
111159; ; ; 
111159; ;7;9
111159; ; ; 
111159; ; ; 
111159; ; ; 
111159; ;8;99
111159; ; ; 
111159; ;2;8
111159; ; ; 
111159; ;7;8
111159; ; ; 
111159; ; ; 
111159; ; ; 
111159; ; ; 
111159; ; ; 
111159; ;7;8
111450; ; ; 
111450; ;7;6
111450; ; ; 
111450; ; ; 
111450; ; ; 
111450; ; ; 
111450; ; ; 
111450; ;6;9
111450; ; ; 
111450; ; ; 
111450; ; ; 
111450; ; ; 
111450; ;8;8
111450; ;99;6
111450; ; ; 
111450; ; ; 
111450; ; ; 
111450; ; ; 
111450; ; ; 
111450; ;3;5
111450; ; ; 
111450; ; ; 
111450; ;7;8
111450; ; ; 
111450;100;99;99
111450; ; ; 
111450; ; ; 
120150; ; ; 
120150; ; ; 
120150; ;7;8
120150; ; ; 
120150; ; ; 
120150;600; ; 
120150; ;8;7
120150;800; ; 
120150; ; ; 
120150; ;7;7
120150; ; ; 
120150; ; ; 
120150; ; ; 
120150; ;8;9
120150; ; ; 
120150; ; ; 
120150; ; ; 
120150; ; ; 
120150; ; ; 
120150; ; ; 
120150; ;8;8
120150; ; ; 
120150; ; ; 
120150; ;8;7
120150; ; ; 
120150; ;8;6
120150; ;1;1
120150; ;10;10
120150;230;7;7
120150; ; ; 
120150; ; ; 
120150; ;0;6
120150; ; ; 
120150; ; ; 
120150;200; ; 
120150; ;7;8
120150; ; ; 
120150; ; ; 
120150; ;5;8
120150; ;2;4
120150; ; ; 
120150; ; ; 
120150; ;99;99
120150;110;6;4
120150; ; ; 
120150; ;5;9
120150; ; ; 
120150; ;3;5
120150; ; ; 
120150; ;10;6
120150; ; ; 
120150; ; ; 
120150; ; ; 
120150; ;4;3
120150; ;10;3
120150; ; ; 
120150; ; ; 
120150; ; ; 
120153; ; ; 
120153; ; ; 
120153; ;6;7
120153; ; ; 
120153; ;0;6
120153; ; ; 
120153;100; ; 
120153; ;7;99
120153;400; ; 
120153; ;4;6
120153; ; ; 
120153; ;6;5
120153; ; ; 
120153; ; ; 
120153;110; ; 
120153; ;4;8
120153; ;5;5
120155; ; ; 
120155; ;5;9
120155; ; ; 
120155; ; ; 
120155; ;8;9
120155; ; ; 
120155; ; ; 
120155; ; ; 
120155; ; ; 
120155; ;4;8
120155; ; ; 
120155; ; ; 
120155; ;7;9
120155; ; ; 
120155; ; ; 
120155; ; ; 
120155; ;7;10
120155; ; ; 
120155;170; ; 
120155; ;7;7
120155;508;5;5
120155; ; ; 
120550; ; ; 
120550; ;7;4
120550; ; ; 
120550; ;7;7
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ;8;2
120550;850; ; 
120550;800; ; 
120550; ;5;5
120550; ;4;5
120550; ;7;7
120550; ;4;4
120550; ; ; 
120550; ;7;5
120550; ; ; 
120550; ;4;7
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ;5;8
120550; ; ; 
120550; ; ; 
120550; ;5;7
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ;4;6
120550; ; ; 
120550; ;4;6
120550; ; ; 
120550; ; ; 
120550; ;6;4
120550; ; ; 
120550; ; ; 
120550; ;8;6
120550;500;5;4
120550; ; ; 
120550; ;5;5
120550; ; ; 
120550; ; ; 
120550; ;5;3
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ;6;6
120550; ; ; 
120550; ; ; 
120550; ;4;5
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ;7;7
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ;6;5
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ;8;6
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ;3;6
120550; ; ; 
120550;100; ; 
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ;0;0
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ;5;6
120550; ; ; 
120550; ; ; 
120550; ;1;5
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ;7;8
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ;5;8
120550; ; ; 
120550; ;9;9
120550; ; ; 
120550; ; ; 
120550; ;5;8
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ;4;5
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ; ; 
120550; ;5;6
120550; ; ; 
120550; ;4;8
120550; ; ; 
120550; ; ; 
120550; ; ; 
120651; ;5;4
120651; ; ; 
120651; ; ; 
120651; ; ; 
120651; ; ; 
120651; ; ; 
120651; ; ; 
120651; ;2;6
120651; ;4;3
120651; ; ; 
120651; ; ; 
120651; ;6;5
120651; ; ; 
120651; ; ; 
120651; ; ; 
120651; ; ; 
120651;600;7;4
120651; ; ; 
120651; ;5;99
120651; ; ; 
120651; ;10;5
120651; ; ; 
120651; ; ; 
120651; ; ; 
120651; ; ; 
120752; ;5;7
120752; ; ; 
120752; ; ; 
120752; ; ; 
120752; ; ; 
120752; ;7;5
120752; ; ; 
120752; ; ; 
120752; ; ; 
120752; ;6;6
120752; ; ; 
120752; ; ; 
120752; ; ; 
120752; ; ; 
120752; ;5;7
120752; ;6;8
120752; ; ; 
120752; ; ; 
120752; ;7;6
120752; ; ; 
120752; ; ; 
120752; ; ; 
120752; ;4;5
120752; ; ; 
120850; ;5;5
120850; ; ; 
120850; ;0;1
120850; ;5;5
120850; ; ; 
120850; ; ; 
120850; ; ; 
120850; ; ; 
120850; ; ; 
120850; ; ; 
120850; ; ; 
120850; ;4;4
120850; ; ; 
120850; ; ; 
120850; ; ; 
120850; ; ; 
120850; ; ; 
120850; ; ; 
120850; ; ; 
120850; ;6;3
120850; ;0;10
120850; ; ; 
120850; ; ; 
120850; ; ; 
120850; ;6;9
120850; ; ; 
120850; ; ; 
120850; ; ; 
120950; ; ; 
120950; ; ; 
120950; ;6;7
120950; ; ; 
120950; ; ; 
120950; ;6;5
120950; ; ; 
120950; ; ; 
120950; ; ; 
120950; ; ; 
120950; ;6;8
120950; ;7;5
120950; ;5;6
120950; ; ; 
120950; ; ; 
120950; ; ; 
120950;110;7;6
120950; ;7;4
120950; ;7;6
120950; ; ; 
120950; ; ; 
120950; ; ; 
120950; ; ; 
120950; ; ; 
120950; ;10;4
120950; ; ; 
120950; ; ; 
120950; ; ; 
120950; ;5;7
120950; ; ; 
120950; ; ; 
120950; ;6;6
120950; ; ; 
120950; ;5;5
120950; ; ; 
120950; ; ; 
120950; ; ; 
120950; ;7;6
120950; ; ; 
120950; ; ; 
120950; ;8;5
120950; ; ; 
121050; ;5;5
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ;5;7
121050; ; ; 
121050; ; ; 
121050; ;99;7
121050; ; ; 
121050; ;5;6
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ;6;5
121050; ; ; 
121050; ;7;8
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ;5;3
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ;4;7
121050; ; ; 
121050; ; ; 
121050;110; ; 
121050; ;7;6
121050; ; ; 
121050; ;5;3
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ;6;7
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ;5;6
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ;6;7
121050;110;6;6
121050; ;8;3
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ;5;6
121050; ; ; 
121050; ; ; 
121050; ;7;6
121050; ; ; 
121050; ;3;7
121050; ; ; 
121050; ;7;5
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ;9;4
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ; ; 
121050; ;4;5
121050; ; ; 
121050; ; ; 
121050; ;7;5
121050; ; ; 
121050; ;4;4
121050; ; ; 
121050; ; ; 
121050; ;4;5
121050; ; ; 
121050; ; ; 
121050; ;10;5
121050; ; ; 
121050; ;8;5
121050; ; ; 
121050; ;5;5
121050; ;4;5
121150; ; ; 
121150; ;5;5
121150; ; ; 
121150; ;4;5
121150; ; ; 
121150; ;4;6
121150; ; ; 
121150; ; ; 
121150; ;5;7
121150; ;4;5
121150; ; ; 
121150; ; ; 
121150; ;5;4
121150; ; ; 
121150; ; ; 
121150; ; ; 
121150; ; ; 
121150; ;5;4
121150; ; ; 
121150; ; ; 
121150; ; ; 
121150; ; ; 
121150; ; ; 
121150; ; ; 
121150; ; ; 
121150; ; ; 
121150; ; ; 
121150; ; ; 
121150; ;6;6
121150; ; ; 
121150; ; ; 
121150; ; ; 
121150; ;5;6
121150; ; ; 
121150; ;5;5
121150; ; ; 
121150; ; ; 
121150; ; ; 
121150; ;10;6
121150; ; ; 
121150; ; ; 
121250; ;4;6
121250; ; ; 
121250; ; ; 
121250; ; ; 
121250; ;4;4
121250; ; ; 
121250; ;4;4
121250; ; ; 
121250; ;5;5
121250; ; ; 
121250; ; ; 
121250; ;4;5
121250; ; ; 
121250; ;5;2
121250; ; ; 
121250; ; ; 
121250; ;5;5
121350; ; ; 
121350; ;8;6
121350; ; ; 
121350; ; ; 
121350; ; ; 
121350; ;5;5
121350; ; ; 
121350; ;5;5
121350; ; ; 
121350; ; ; 
121350; ;3;5
121350; ; ; 
121350; ; ; 
121350; ; ; 
121350; ; ; 
121350; ;7;5
121350; ; ; 
121350; ; ; 
121350; ; ; 
121350; ;7;5
121350; ; ; 
121350; ;6;3
121350; ;7;6
121350; ; ; 
121350; ;2;7
121350;150; ; 
121350; ; ; 
121350; ; ; 
121350; ; ; 
121350;100; ; 
121350; ;7;7
121350; ; ; 
121350; ; ; 
121350; ;7;7
121350; ; ; 
121350; ; ; 
121350; ; ; 
121350; ;3;8
121350; ; ; 
121350; ; ; 
121350; ; ; 
121350; ; ; 
121350; ;8;8
121350; ; ; 
121350; ;8;6
