ciudad;ingreso_pensiones;salud;educacion
10150; ; ; 
10150; ; ; 
10150; ;4;8
10150; ; ; 
10150; ; ; 
10150; ;9;6
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;7;7
10150; ; ; 
10150; ; ; 
10150; ;5;6
10150; ; ; 
10150; ; ; 
10150;900;7;7
10150;650; ; 
10150; ; ; 
10150;250;7;7
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;7;10
10150; ;6;6
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;5;7
10150; ; ; 
10150; ; ; 
10150;500; ; 
10150;300;7;4
10150;400; ; 
10150; ; ; 
10150; ;8;7
10150; ; ; 
10150; ;8;8
10150; ; ; 
10150; ; ; 
10150;345; ; 
10150; ;4;5
10150;900; ; 
10150; ;9;6
10150;1009; ; 
10150; ; ; 
10150; ;7;7
10150; ; ; 
10150; ;5;7
10150; ; ; 
10150;260; ; 
10150; ;6;6
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;99;7
10150; ;6;7
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;6;7
10150; ; ; 
10150; ; ; 
10150; ;5;6
10150; ; ; 
10150;425;99;5
10150; ; ; 
10150; ;5;5
10150; ;3;4
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;5;4
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;4;7
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;4;4
10150; ; ; 
10150; ; ; 
10150; ;5;7
10150; ; ; 
10150; ;4;3
10150; ; ; 
10150; ;5;4
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;7;8
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;9;7
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;7;8
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;7;7
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;6;8
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;5;8
10150; ;7;8
10150;430;5;6
10150;1500; ; 
10150;600;6;7
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;1;7
10150; ; ; 
10150; ;5;5
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;0;7
10150; ;6;5
10150; ; ; 
10150; ; ; 
10150;700;3;4
10150;340; ; 
10150; ; ; 
10150; ;3;4
10150; ; ; 
10150; ;5;6
10150; ; ; 
10150; ; ; 
10150; ;5;5
10150; ; ; 
10150; ; ; 
10150;890;4;4
10150;220; ; 
10150; ;4;4
10150; ; ; 
10150; ;4;4
10150; ; ; 
10150; ; ; 
10150;975; ; 
10150; ;5;5
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;6;6
10150; ; ; 
10150; ; ; 
10150;1381;5;5
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;3;5
10150; ; ; 
10150; ; ; 
10150;200; ; 
10150;100;5;1
10150; ;5;5
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;5;3
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;5;5
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150;900; ; 
10150;500;3;6
10150; ;8;4
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150;1000; ; 
10150; ; ; 
10150; ;9;9
10150; ; ; 
10150; ;8;10
10150; ; ; 
10150; ; ; 
10150;1200; ; 
10150; ;9;2
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;5;8
10150;1500; ; 
10150; ;9;8
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;8;8
10150; ; ; 
10150; ;7;3
10150; ; ; 
10150; ;6;8
10150; ;8;10
10150; ; ; 
10150; ; ; 
10150; ;7;99
10150; ; ; 
10150; ; ; 
10150;2000; ; 
10150; ;7;6
10150; ; ; 
10150; ; ; 
10150; ;8;8
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;4;5
10150;400; ; 
10150; ;8;9
10150; ; ; 
10150; ;6;6
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150;300;5;5
10150;780;6;7
10150;1800;2;5
10150;470; ; 
10150; ;2;6
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150;1300;3;6
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;0;6
10150; ; ; 
10150; ;3;5
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150;760; ; 
10150;255; ; 
10150;284;3;6
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;3;4
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;7;7
10150; ;4;6
10150; ; ; 
10150; ; ; 
10150; ;7;8
10150; ; ; 
10150; ;3;5
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;8;8
10150; ; ; 
10150;90; ; 
10150; ; ; 
10150; ;8;8
10150; ; ; 
10150; ;7;8
10150; ; ; 
10150; ;2;6
10150; ; ; 
10150; ;4;6
10150; ; ; 
10150; ; ; 
10150; ;6;6
10150; ; ; 
10150; ;5;6
10150; ; ; 
10150; ; ; 
10150; ;1;7
10150; ; ; 
10150; ; ; 
10150; ;2;6
10150; ; ; 
10150;119; ; 
10150; ; ; 
10150; ;3;7
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;1;4
10150; ; ; 
10150; ; ; 
10150; ;0;5
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;1;5
10150; ; ; 
10150; ; ; 
10150; ;2;7
10150; ; ; 
10150; ; ; 
10150; ;0;5
10150;320; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;6;9
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;6;5
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;0;7
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;3;6
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;2;3
10150; ; ; 
10150; ;3;6
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150;347; ; 
10150; ;3;7
10150; ; ; 
10150; ; ; 
10150; ;0;2
10150; ; ; 
10150; ;5;6
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;6;6
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150;400; ; 
10150; ;4;9
10150; ; ; 
10150; ;5;9
10150;500; ; 
10150; ;5;6
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;4;5
10150;800; ; 
10150;400; ; 
10150; ;7;8
10150; ;5;4
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;3;7
10150; ;4;7
10150; ; ; 
10150; ; ; 
10150;100;3;5
10150;375;3;99
10150;445;99;99
10150; ;4;6
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;1;6
10150; ; ; 
10150; ;6;99
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;0;8
10150; ; ; 
10150; ;6;7
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;6;5
10150; ; ; 
10150; ;7;9
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150;946;6;8
10150;496; ; 
10150;250;4;7
10150; ; ; 
10150; ; ; 
10150;200; ; 
10150; ; ; 
10150; ;8;7
10150; ; ; 
10150;270; ; 
10150;390;5;6
10150; ; ; 
10150; ;2;7
10150; ; ; 
10150;4000;9;6
10150;2000; ; 
10150; ; ; 
10150; ;5;7
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;1;5
10150; ; ; 
10150; ;4;6
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150;350;4;7
10150; ; ; 
10150;820;0;4
10150; ; ; 
10150; ; ; 
10150; ;6;7
10150; ; ; 
10150; ;6;3
10150;1600; ; 
10150;500;6;7
10150; ; ; 
10150;800; ; 
10150; ; ; 
10150; ;1;4
10150;500;3;99
10150; ; ; 
10150;760;3;4
10150; ; ; 
10150;140; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;1;4
10150; ;0;9
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;3;6
10150; ; ; 
10150; ; ; 
10150; ;0;99
10150;1170; ; 
10150; ; ; 
10150; ;1;7
10150; ; ; 
10150; ;3;3
10150; ;1;4
10150; ;2;6
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;3;5
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ; ; 
10150; ;5;8
10150; ; ; 
10150; ;5;7
10150; ; ; 
10150; ; ; 
10150; ; ; 
10156; ; ; 
10156; ; ; 
10156; ;5;9
10156; ;4;9
10156; ; ; 
10156; ;7;6
10156; ; ; 
10156; ; ; 
10156; ; ; 
10156; ; ; 
10156; ; ; 
10156; ; ; 
10156; ; ; 
10156; ;2;4
10156; ; ; 
10156; ; ; 
10156; ; ; 
10156; ;4;4
10156; ; ; 
10156; ; ; 
10156; ; ; 
10156; ;2;6
10156; ; ; 
10156; ;6;9
10160;140;1;6
10160; ; ; 
10160; ; ; 
10160; ; ; 
10160; ; ; 
10160; ;0;7
10160; ; ; 
10160; ; ; 
10160; ;2;8
10160; ; ; 
10160; ; ; 
10160; ; ; 
10160; ; ; 
10160; ; ; 
10160; ; ; 
10160; ;4;8
10160; ; ; 
10160; ; ; 
10160; ; ; 
10160;217;0;5
10160; ; ; 
10160; ; ; 
10160; ; ; 
10160; ; ; 
10160; ;0;7
10160; ; ; 
10160; ; ; 
10160; ; ; 
10160; ; ; 
10160; ; ; 
10160; ;0;6
10162;200; ; 
10162; ;2;6
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162; ;6;7
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162; ;4;7
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162; ;2;8
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162; ;3;7
10162; ; ; 
10162; ; ; 
10162; ;2;8
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162; ;3;6
10162; ; ; 
10162; ; ; 
10162; ;4;7
10162; ; ; 
10162; ; ; 
10162; ;4;7
10162; ;5;7
10162;600; ; 
10162; ;6;7
10162; ; ; 
10162; ;3;7
10162; ; ; 
10162; ;2;5
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162; ;3;6
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162; ; ; 
10162;400; ; 
10162; ;5;6
10162; ; ; 
10162; ;4;7
10162; ; ; 
10162; ; ; 
10162; ;3;6
10162; ; ; 
10162; ; ; 
10162; ;4;7
10162; ; ; 
10162; ; ; 
10162; ;6;7
10162;800; ; 
10162; ; ; 
10162; ;4;6
10162; ; ; 
10162; ; ; 
10165; ; ; 
10165; ;5;7
10165; ; ; 
10165; ; ; 
10165; ; ; 
10165;100; ; 
10165; ;6;9
10165; ;6;6
10165; ; ; 
10165; ; ; 
10165; ; ; 
10165; ; ; 
10165; ; ; 
10165; ;2;5
10165; ;6;8
10165; ; ; 
10165; ; ; 
10165; ; ; 
10165; ; ; 
10165; ; ; 
10165; ; ; 
10165; ;6;5
10165; ; ; 
10165; ; ; 
10165; ;5;7
10165; ; ; 
10165; ; ; 
10165; ; ; 
10165; ; ; 
10170; ; ; 
10170; ; ; 
10170; ;3;8
10170; ; ; 
10170; ;1;8
10170; ; ; 
10170; ; ; 
10170; ; ; 
10170; ;9;8
10170;500; ; 
10170; ; ; 
10170; ; ; 
10170; ;5;6
10170; ; ; 
10170; ;5;4
10170; ; ; 
10170; ;8;9
10170; ; ; 
10170;425; ; 
10170; ; ; 
10170; ; ; 
10170; ;5;5
10170; ; ; 
10170; ; ; 
10170; ; ; 
10170; ;0;4
10170; ; ; 
10170;326; ; 
10170; ;6;7
10170; ;3;7
10170; ; ; 
10170; ;8;6
10170; ; ; 
10170; ; ; 
10170; ;7;1
10170; ; ; 
10170; ; ; 
10170; ;4;5
10170; ; ; 
10170; ; ; 
10170; ;5;8
10170; ; ; 
10170; ; ; 
10170; ; ; 
10170; ; ; 
10170; ; ; 
10170;100;5;8
10170; ;5;6
10170; ;5;8
10170; ; ; 
10170; ; ; 
10170; ; ; 
10170;667; ; 
10170;300;8;8
10170; ;5;7
10170;400; ; 
10170; ; ; 
10170; ; ; 
10170; ; ; 
10170; ; ; 
10170; ; ; 
10170;100;0;99
10170; ; ; 
10170; ;4;99
10350; ; ; 
10350; ;8;7
10350; ; ; 
10350; ;5;6
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ;6;7
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350;203;6;6
10350; ;5;6
10350; ; ; 
10350; ; ; 
10350; ;5;7
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ;6;8
10350; ; ; 
10350; ;5;5
10350; ; ; 
10350; ;0;0
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ;4;6
10350; ; ; 
10350; ; ; 
10350;110; ; 
10350; ; ; 
10350; ;4;7
10350; ; ; 
10350; ; ; 
10350; ;5;6
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ;5;5
10350; ; ; 
10350; ;4;6
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ;7;7
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ;8;6
10350; ; ; 
10350;600; ; 
10350;70;6;6
10350; ; ; 
10350; ; ; 
10350; ;8;6
10350; ; ; 
10350; ; ; 
10350; ;7;8
10350; ; ; 
10350; ; ; 
10350; ; ; 
10350; ;8;6
10350; ; ; 
10350; ;8;8
10350; ; ; 
10350; ; ; 
10354; ; ; 
10354; ; ; 
10354; ;4;9
10354; ; ; 
10354; ; ; 
10354; ; ; 
10354; ; ; 
10354; ;7;99
10354; ; ; 
10354; ;7;8
10354; ;7;6
10354; ; ; 
10354; ; ; 
10354; ;6;6
10354; ; ; 
10354; ; ; 
10354; ;5;5
10354; ; ; 
10354; ; ; 
10354; ;7;6
10354; ; ; 
10354; ; ; 
10550; ; ; 
10550; ;4;7
10550; ; ; 
10550; ; ; 
10550; ;4;7
10550; ; ; 
10550; ; ; 
10550; ;5;99
10550; ; ; 
10550; ;5;99
10550; ; ; 
10550; ; ; 
10550; ; ; 
10550; ; ; 
10550; ;5;7
10550; ; ; 
10550; ; ; 
10550; ; ; 
10550; ;5;9
10550; ; ; 
10550; ; ; 
10550; ; ; 
10550; ; ; 
10550; ;6;7
10550; ; ; 
10562; ;5;5
10562; ; ; 
10562; ; ; 
10562; ; ; 
10562; ; ; 
10562; ;6;99
10562; ; ; 
10562; ; ; 
10562; ;6;6
10562; ; ; 
10562; ; ; 
10562; ; ; 
10562; ;5;7
10562; ; ; 
10562; ; ; 
10562; ;6;10
10562;100; ; 
10562; ; ; 
10562; ; ; 
10562; ; ; 
10562; ; ; 
10562; ;7;6
10562; ; ; 
10562; ; ; 
10562; ; ; 
10562; ;6;6
10562; ; ; 
10950; ; ; 
10950; ;9;6
10950; ; ; 
10950; ;7;7
10950; ;6;99
10950; ; ; 
10950; ;5;5
10950; ; ; 
10950; ;5;5
10950; ; ; 
10950; ; ; 
10950; ; ; 
10950; ; ; 
10950; ;8;8
10950;300;5;6
10950; ; ; 
10950; ; ; 
10950; ; ; 
10950; ; ; 
10952;100;3;99
10952; ; ; 
10952; ;8;8
10952; ; ; 
10952; ; ; 
10952;110;5;6
10952; ; ; 
10952; ;6;99
10952; ;5;6
10952; ; ; 
10952; ;99;99
10952;100; ; 
10952; ; ; 
10952; ;8;99
10956; ;7;9
10956; ; ; 
10956; ; ; 
10956; ; ; 
10956; ;5;9
10956; ; ; 
10956; ;5;7
10956; ; ; 
10956; ; ; 
10956; ; ; 
10956; ;7;8
10956; ; ; 
10956; ;8;8
10956; ;6;99
10956; ; ; 
11152; ;7;7
11152; ; ; 
11152; ; ; 
11152; ; ; 
11152; ;5;99
11152; ; ; 
11152; ; ; 
11152; ; ; 
11152; ;5;8
11152; ; ; 
11152; ; ; 
11152; ; ; 
11152; ;7;7
11152; ; ; 
11152; ; ; 
11152; ; ; 
11152; ; ; 
11152; ; ; 
11152; ;5;7
11152; ; ; 
11152; ;2;2
11152; ; ; 
11152; ;5;5
11152; ; ; 
11152; ; ; 
11350; ; ; 
11350; ;7;8
11350; ; ; 
11350; ; ; 
11350; ;5;8
11350; ; ; 
11350; ; ; 
11350; ; ; 
11350; ; ; 
11350; ; ; 
11350; ; ; 
11350;217;7;99
11350;110; ; 
11350; ;7;8
11350; ; ; 
11350; ; ; 
11350; ;8;7
11350; ;5;5
11550; ;10;5
11550; ; ; 
11550; ; ; 
11550; ; ; 
11550; ; ; 
11550; ;7;7
11550; ; ; 
11550; ; ; 
11550; ; ; 
11550; ;5;4
11550; ;6;5
11550; ; ; 
11550; ; ; 
11550; ; ; 
11550; ;2;7
11550; ; ; 
11550; ; ; 
11550; ; ; 
11550; ; ; 
11550; ; ; 
11550; ;3;7
11550; ; ; 
11550; ; ; 
11550; ; ; 
11550; ; ; 
11550; ;8;6
11550; ;5;8
11550; ; ; 
11550; ; ; 
11550; ;6;8
11550; ;0;7
11550; ; ; 
11550; ; ; 
11550; ;6;7
11550; ; ; 
11550; ;5;10
11550; ; ; 
11550; ; ; 
11550; ;5;7
11550; ; ; 
11550; ; ; 
11550; ;4;7
11550; ; ; 
11550; ; ; 
11550; ; ; 
11550; ; ; 
11550; ; ; 
11550; ;5;6
11550; ; ; 
11550; ; ; 
11550; ; ; 
11550; ;10;8
11550; ; ; 
11550; ;0;3
11550; ; ; 
11550; ; ; 
11550; ;6;8
11550; ; ; 
11550; ; ; 
11550; ; ; 
11550; ;6;7
11550; ;8;10
11550; ; ; 
11550; ; ; 
11550; ;8;8
11550; ; ; 
11551; ; ; 
11551; ;3;2
11551; ; ; 
11551; ; ; 
11551; ; ; 
11551; ; ; 
11551; ;5;7
11551; ;4;6
11551; ;9;6
11551; ; ; 
11551; ; ; 
11551; ; ; 
11551; ; ; 
11551; ;9;10
11551; ;5;5
11551; ;5;99
11551; ; ; 
20150; ;6;6
20150; ; ; 
20150;900;0;8
20150;800; ; 
20150; ; ; 
20150; ;4;5
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ;7;6
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ;6;7
20150; ; ; 
20150; ; ; 
20150; ;6;7
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ;2;7
20150; ;7;7
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ;6;6
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ;6;6
20150; ; ; 
20150; ; ; 
20150; ;6;6
20150; ; ; 
20150; ; ; 
20150;700;6;6
20150;300; ; 
20150;1200;3;6
20150;1200; ; 
20150; ;1;4
20150;900;4;5
20150; ; ; 
20150; ; ; 
20150; ;3;5
20150; ; ; 
20150; ; ; 
20150; ;2;3
20150; ; ; 
20150; ; ; 
20150;900; ; 
20150; ;7;7
20150;1130; ; 
20150;1000;4;5
20150; ; ; 
20150; ; ; 
20150;450; ; 
20150; ;7;7
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ;5;6
20150; ;6;5
20150; ; ; 
20150; ;7;6
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ;8;8
20150; ; ; 
20150; ;7;6
20150; ; ; 
20150; ;6;8
20150; ; ; 
20150; ; ; 
20150; ;10;10
20150; ;8;8
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ;7;8
20150; ; ; 
20150; ; ; 
20150;400; ; 
20150; ;8;8
20150; ; ; 
20150; ; ; 
20150; ; ; 
20150; ;1;7
20150; ; ; 
20150; ;6;7
20150; ; ; 
20150; ; ; 
20153; ;6;6
20153; ;5;7
20153; ; ; 
20153; ; ; 
20153;110;5;9
20153; ; ; 
20153; ; ; 
20153; ;7;7
20153;110; ; 
20153; ;6;5
20153; ; ; 
20153; ; ; 
20153; ; ; 
20153; ; ; 
20153; ;7;6
20153;110;1;8
20153;96; ; 
20153; ; ; 
20156; ; ; 
20156; ;6;7
20156; ; ; 
20156; ;5;5
20156; ; ; 
20156;400;6;6
20156; ; ; 
20156; ;8;7
20156; ; ; 
20156; ; ; 
20156; ; ; 
20156; ; ; 
20156; ;6;7
20156; ;7;7
20156; ; ; 
20156; ;6;6
20156; ; ; 
20156; ; ; 
20156; ; ; 
20159; ;7;7
20159; ; ; 
20159; ; ; 
20159; ;1;1
20159; ; ; 
20159; ; ; 
20159; ; ; 
20159; ;0;5
20159; ; ; 
20159; ;2;6
20159; ; ; 
20159; ; ; 
20159; ;2;8
20159; ; ; 
20159; ; ; 
20159; ; ; 
20159; ;10;99
20159; ;5;5
20159; ; ; 
20250; ;7;7
20250; ; ; 
20250; ;6;6
20250; ; ; 
20250; ; ; 
20250; ;4;5
20250; ; ; 
20250; ; ; 
20250; ; ; 
20250; ;10;4
20250; ;4;7
20250; ; ; 
20250; ;7;6
20250; ; ; 
20250; ;6;6
20250; ; ; 
20250; ; ; 
20250; ; ; 
20250; ; ; 
20250; ;5;3
20250; ; ; 
20250; ; ; 
20250; ; ; 
20250; ;5;5
20250; ; ; 
20250; ; ; 
20250; ; ; 
20250; ;7;8
20250; ; ; 
20250; ; ; 
20250; ;5;5
20250; ; ; 
20250; ; ; 
20250; ; ; 
20250; ;6;6
20250; ;5;6
20250; ; ; 
20250; ; ; 
20250; ; ; 
20250; ; ; 
20250; ; ; 
20250; ;6;7
20250; ; ; 
20250; ;6;6
20250; ; ; 
20250; ;4;5
20250; ;6;4
20250; ; ; 
20250; ;7;6
20250; ; ; 
20250; ;6;6
20250; ; ; 
20250; ; ; 
20250; ; ; 
20250; ; ; 
20350; ;5;4
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350;230;4;8
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ;5;5
20350; ; ; 
20350;430;0;8
20350; ; ; 
20350; ;6;4
20350; ; ; 
20350;650;6;5
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ;6;4
20350; ; ; 
20350; ; ; 
20350;2000; ; 
20350; ; ; 
20350; ;7;4
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ;6;7
20350;400; ; 
20350; ;7;7
20350; ;2;2
20350; ; ; 
20350; ;5;6
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350;100; ; 
20350; ; ; 
20350; ;7;8
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ;7;3
20350;1000;6;7
20350;400;8;5
20350;450;1;1
20350; ; ; 
20350;700;6;8
20350;800;4;6
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ; ; 
20350; ;7;5
20350; ; ; 
20353; ; ; 
20353; ; ; 
20353; ;5;8
20353; ; ; 
20353; ; ; 
20353; ; ; 
20353; ;3;2
20353; ; ; 
20353;520;6;7
20353;60; ; 
20353; ; ; 
20353;150; ; 
20353; ; ; 
20353; ; ; 
20353; ; ; 
20353; ; ; 
20353; ; ; 
20353; ;5;6
20353; ;7;5
20353; ;0;7
20353;400;7;7
20353; ; ; 
20353; ; ; 
20353; ; ; 
20353; ; ; 
20353; ;6;8
20353; ; ; 
20353; ;6;7
20353; ; ; 
20353;110;6;7
20353; ; ; 
20353; ; ; 
20353; ; ; 
20353; ;6;6
20353;1100;5;7
20353; ; ; 
20353; ; ; 
20353; ; ; 
20353; ; ; 
20353; ; ; 
20353; ;6;6
20353; ; ; 
20353; ; ; 
20353; ; ; 
20353; ; ; 
20353; ; ; 
20353; ; ; 
20353; ; ; 
20353; ;5;6
20353; ; ; 
20355; ;5;10
20355; ; ; 
20355; ; ; 
20355; ; ; 
20355; ; ; 
20355; ; ; 
20355; ; ; 
20355; ; ; 
20355; ;7;5
20355; ; ; 
20355; ;6;7
20355; ; ; 
20355; ; ; 
20355; ; ; 
20355; ; ; 
20355; ;7;6
20355; ; ; 
20355; ; ; 
20355; ;6;8
20355; ; ; 
20355; ;5;7
20355; ;6;6
20450; ; ; 
20450; ;5;4
20450; ; ; 
20450; ; ; 
20450; ; ; 
20450; ; ; 
20450; ;9;2
20450; ; ; 
20450; ; ; 
20450; ; ; 
20450; ;5;5
20450; ; ; 
20450; ; ; 
20450; ; ; 
20450; ;2;7
20450; ; ; 
20450; ;6;6
20450; ; ; 
20450; ; ; 
20450; ;3;4
20450; ; ; 
20450; ; ; 
20450; ; ; 
20450; ; ; 
20450; ;3;8
20450; ; ; 
20450; ; ; 
20550;500;6;7
20550;700; ; 
20550;1117;5;6
20550; ; ; 
20550; ;5;7
20550; ; ; 
20550;1300;6;8
20550;816;7;6
20550;700; ; 
20550; ; ; 
20550; ;7;6
20550; ; ; 
20550; ;5;7
20550; ; ; 
20550; ; ; 
20550; ; ; 
20550; ; ; 
20550; ; ; 
20550;150; ; 
20550; ;7;6
20550; ; ; 
20550; ; ; 
20550;700; ; 
20550;1700;7;5
20550; ; ; 
20550; ;7;7
20550; ; ; 
20550;650;7;5
20550;700; ; 
20550; ;7;8
20550; ; ; 
20550; ; ; 
20550; ; ; 
20550; ; ; 
20550; ; ; 
20550; ; ; 
20550; ;5;4
20550; ;6;7
20550; ;5;5
20550; ; ; 
20550; ; ; 
20550; ;6;7
20550; ; ; 
20550; ; ; 
20550;1000; ; 
20550; ;6;7
20550; ; ; 
20550; ; ; 
20550; ;7;5
20550; ;3;4
20550;100; ; 
20550; ; ; 
20550; ; ; 
20550; ; ; 
20550; ; ; 
20550; ; ; 
20550; ; ; 
20550; ; ; 
20550; ;6;5
20550; ; ; 
20550; ;4;4
20650; ;8;8
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650;600;8;7
20650; ;8;7
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650;120; ; 
20650; ;7;8
20650; ; ; 
20650; ;8;7
20650; ; ; 
20650; ; ; 
20650;906; ; 
20650; ;8;7
20650; ; ; 
20650; ;8;5
20650; ; ; 
20650; ;5;2
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ;5;5
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ;5;3
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ;6;4
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ;6;4
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ;6;4
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ;7;5
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ;5;6
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ; ; 
20650; ;7;9
